,content,score,appVersion,content_process,result,sentiment,proba
6380,Mamtappp dahh.. Mu tanya kalo ngajuin kartu cdredit apa ajh persaratan y...,5,1.1.3,mamtappp dahh   mu tanya kalo ngajuin kartu cdredit apa ajh persaratan y   ,"[{'label': 'neutral', 'score': 0.9977982044219971}]",neutral,0.9977982044219971
6381,"Gak bisa buka deposito, gak bisa buka dsaveplus... Loadingnya lama... Tampilan aplikasinya jelek...",1,1.1.3,gak bisa buka deposito  gak bisa buka dsaveplus    loadingnya lama    tampilan aplikasinya jelek   ,"[{'label': 'negative', 'score': 0.9983501434326172}]",negative,0.9983501434326172
6382,Jelek bangeth yang terbaru. Bagus yang lama versinya. Ini mah jaringan harus 5G untuk login. Tolong pihak IT suruh benerin sistem login. Jangan cuma ngopi sama rokok aja. Otaknya digunakan.,1,1.1.3,jelek bangeth yang terbaru  bagus yang lama versinya  ini mah jaringan harus  g untuk login  tolong pihak it suruh benerin sistem login  jangan cuma ngopi sama rokok aja  otaknya digunakan ,"[{'label': 'negative', 'score': 0.9993950128555298}]",negative,0.9993950128555298
6383,Akun lama saya yg di apk lama d-bank. Tidak bisa ter login . Hbgi call center tidak nyambung2. Aneh dah di upgrade malah buyarr nihh.,1,1.1.3,akun lama saya yg di apk lama d bank  tidak bisa ter login   hbgi call center tidak nyambung   aneh dah di upgrade malah buyarr nihh ,"[{'label': 'negative', 'score': 0.9975945353507996}]",negative,0.9975945353507996
6384,. kenapa ya ngeloading terus susah ke buka?,2,1.1.3,  kenapa ya ngeloading terus susah ke buka ,"[{'label': 'negative', 'score': 0.9989761114120483}]",negative,0.9989761114120483
6385,"Di coba dulu... Kalo jelek, kasih bintang 1 saja seterusnya dan uninstal apk nya..",1,1.1.3,di coba dulu    kalo jelek  kasih bintang   saja seterusnya dan uninstal apk nya  ,"[{'label': 'neutral', 'score': 0.6408600807189941}]",neutral,0.6408600807189941
6386,Aplikasi yg membantu terima kasih,5,1.1.2,aplikasi yg membantu terima kasih,"[{'label': 'positive', 'score': 0.9959093332290649}]",positive,0.9959093332290649
6387,Smga bank danamon makin jaya,5,1.1.3,smga bank danamon makin jaya,"[{'label': 'positive', 'score': 0.9204891324043274}]",positive,0.9204891324043274
6388,ya allahhh..... bikin emosi nih.. aplikasi kemarin sudah sangat nyaman... setelah di rubah apk nya jadi jelek.. pakai banget.. buka aplikasi loadingnya kayak kehabisan paketan.. padahal pakai wifi... tolong di perbaiki kayak kemarin aja nih min... rah penak blaaaaas,1,,ya allahhh      bikin emosi nih   aplikasi kemarin sudah sangat nyaman    setelah di rubah apk nya jadi jelek   pakai banget   buka aplikasi loadingnya kayak kehabisan paketan   padahal pakai wifi    tolong di perbaiki kayak kemarin aja nih min    rah penak blaaaaas,"[{'label': 'negative', 'score': 0.9985633492469788}]",negative,0.9985633492469788
6389,Sampai saat ini oke punya lah...,5,1.1.3,sampai saat ini oke punya lah   ,"[{'label': 'positive', 'score': 0.8984120488166809}]",positive,0.8984120488166809
6390,Sudah bagus dan mohon ditingkatkan lagi kualitas playanan.,4,1.1.3,sudah bagus dan mohon ditingkatkan lagi kualitas playanan ,"[{'label': 'positive', 'score': 0.9951672554016113}]",positive,0.9951672554016113
6391,Gimana ini masak loading terus gak masuk-masuk.,1,1.1.3,gimana ini masak loading terus gak masuk masuk ,"[{'label': 'negative', 'score': 0.9992097616195679}]",negative,0.9992097616195679
6392,Aplikasi cacat. Mending danamon yg dulu,1,1.1.3,aplikasi cacat  mending danamon yg dulu,"[{'label': 'negative', 'score': 0.9964287877082825}]",negative,0.9964287877082825
6393,Mudah cepat murah,4,1.1.3,mudah cepat murah,"[{'label': 'positive', 'score': 0.998749852180481}]",positive,0.998749852180481
6394,"Mohon solusinya kak, tidak bisa login ke akun, katanya akun login terkunci, bagaimana solusinya agar akun saya kembali kebuka, sy sangat kecewa sekali dengan pelayanan Bank Danamon yang sangat tidak elok ini. Apa hal ini yang bisa diandalkan sebuah bank digital untuk menjadi sebuah platform perbankan yg dipercaya publik? Tentunya bukan, karena pelayanan publik itulah yg utama dlm sistem bisnis digital kekinian, jadi harapan sy kak, biar ada kemajuan sedikit soal penanganan akun nasabah.",1,1.1.3,mohon solusinya kak  tidak bisa login ke akun  katanya akun login terkunci  bagaimana solusinya agar akun saya kembali kebuka  sy sangat kecewa sekali dengan pelayanan bank danamon yang sangat tidak elok ini  apa hal ini yang bisa diandalkan sebuah bank digital untuk menjadi sebuah platform perbankan yg dipercaya publik  tentunya bukan  karena pelayanan publik itulah yg utama dlm sistem bisnis digital kekinian  jadi harapan sy kak  biar ada kemajuan sedikit soal penanganan akun nasabah ,"[{'label': 'negative', 'score': 0.9976329803466797}]",negative,0.9976329803466797
6395,"Kenapa mau install aplikasi D Bank PRO susah banget, tolong perhatikan dan perbaiki aplikasinya dulu.",1,,kenapa mau install aplikasi d bank pro susah banget  tolong perhatikan dan perbaiki aplikasinya dulu ,"[{'label': 'negative', 'score': 0.7016364336013794}]",negative,0.7016364336013794
6396,Tidak bisa login .. Mohon bantuan'a,2,1.1.3,tidak bisa login    mohon bantuan'a,"[{'label': 'neutral', 'score': 0.9986779093742371}]",neutral,0.9986779093742371
6397,"Pengoperasian di aplikasi baru danamon kurang memuaskan, lama sekali untuk login, dan cek mutasi tidak langsung ke detek pada bulan berjalan.. tidak seperti aplikasi danamon sebelum nya",1,1.1.3,pengoperasian di aplikasi baru danamon kurang memuaskan  lama sekali untuk login  dan cek mutasi tidak langsung ke detek pada bulan berjalan   tidak seperti aplikasi danamon sebelum nya,"[{'label': 'negative', 'score': 0.9985650181770325}]",negative,0.9985650181770325
6398,"jelek skli apa2 harus update trus,helo danamon kaya y naro uang dsni ne jgn bnyak dch bisa gila aja, loading m bnking y parah ,sampah aja ne ,klw gak ada utang ogah bnget pke ne apk jelek amat mau cek saldo aja susah amat, bca ,bnk lain kaya y aman2 aja dch, gak harus buka playstore stiap kli mau buka apk, sumpah jelek amat emosi aja bwaan y stiap buka apk ne.",1,1.1.3,jelek skli apa  harus update trus helo danamon kaya y naro uang dsni ne jgn bnyak dch bisa gila aja  loading m bnking y parah  sampah aja ne  klw gak ada utang ogah bnget pke ne apk jelek amat mau cek saldo aja susah amat  bca  bnk lain kaya y aman  aja dch  gak harus buka playstore stiap kli mau buka apk  sumpah jelek amat emosi aja bwaan y stiap buka apk ne ,"[{'label': 'negative', 'score': 0.9994737505912781}]",negative,0.9994737505912781
6399,gak memadai .. update dong biar gk banyak gejala gini,1,,gak memadai    update dong biar gk banyak gejala gini,"[{'label': 'negative', 'score': 0.944365382194519}]",negative,0.944365382194519
6400,Kok gngguan terusss...,4,1.1.3,kok gngguan terusss   ,"[{'label': 'negative', 'score': 0.9983963370323181}]",negative,0.9983963370323181
6401,Sungguh sangat susah penggunaanya. Kontak cs juga di oper kemana2. Email sekian kali tidak ada yang balas. Hanya untuk bantu login ke aplikasi krn terblock setelah 3x login padahal password benar karena baru saja saya daftar dan sukses di aplikasi ini.,1,1.1.3,sungguh sangat susah penggunaanya  kontak cs juga di oper kemana   email sekian kali tidak ada yang balas  hanya untuk bantu login ke aplikasi krn terblock setelah  x login padahal password benar karena baru saja saya daftar dan sukses di aplikasi ini ,"[{'label': 'negative', 'score': 0.9945247173309326}]",negative,0.9945247173309326
6402,"Cuma 1 nomor rekening, malah disuruh download 3 aplikasi, jadi membuat nasabahnya jadi bingung, doa nasabah semoga danamon secepatnya gulung tikar.",1,1.1.3,cuma   nomor rekening  malah disuruh download   aplikasi  jadi membuat nasabahnya jadi bingung  doa nasabah semoga danamon secepatnya gulung tikar ,"[{'label': 'negative', 'score': 0.7967842817306519}]",negative,0.7967842817306519
6403,"buat login pakai hp orang lain, gk bisa pakai hp sendiri. aplikasi baru dibikin persulit buat login nha",1,1.1.3,buat login pakai hp orang lain  gk bisa pakai hp sendiri  aplikasi baru dibikin persulit buat login nha,"[{'label': 'negative', 'score': 0.955861508846283}]",negative,0.955861508846283
6404,aplikasix gak bisa di buka dengan semua tipe hp. katanya gak ada sinyal tapi semua sinyal tetep gak bisa buka. masak iya harus ganti hp,1,1.1.3,aplikasix gak bisa di buka dengan semua tipe hp  katanya gak ada sinyal tapi semua sinyal tetep gak bisa buka  masak iya harus ganti hp,"[{'label': 'negative', 'score': 0.9880611896514893}]",negative,0.9880611896514893
6405,"Tambah ribet aja ni aplikasi. Suruh nelpon segala, mending nelpon ke nomor seluler enggak terlalu mahal",1,1.1.3,tambah ribet aja ni aplikasi  suruh nelpon segala  mending nelpon ke nomor seluler enggak terlalu mahal,"[{'label': 'negative', 'score': 0.9899129867553711}]",negative,0.9899129867553711
6406,Jos,5,1.1.1,jos,"[{'label': 'negative', 'score': 0.9160423278808594}]",negative,0.9160423278808594
6407,super app. thanks.,5,1.1.3,super app  thanks ,"[{'label': 'positive', 'score': 0.9810872673988342}]",positive,0.9810872673988342
6408,burukkk,1,1.1.3,burukkk,"[{'label': 'negative', 'score': 0.999194324016571}]",negative,0.999194324016571
6409,"Saya ingin kartu atm saya bpk/ibu, saya tidak bisa ke tempat cabang karna disini sangat jauh, saya ingin kirimkan saja kartu atm saya",5,1.1.3,saya ingin kartu atm saya bpk ibu  saya tidak bisa ke tempat cabang karna disini sangat jauh  saya ingin kirimkan saja kartu atm saya,"[{'label': 'neutral', 'score': 0.9955600500106812}]",neutral,0.9955600500106812
6410,Aplikasi jelek ga guna...ga buat nyaman pengguna..kalo g kepaksa males gw..,1,1.1.3,aplikasi jelek ga guna   ga buat nyaman pengguna  kalo g kepaksa males gw  ,"[{'label': 'negative', 'score': 0.9992235898971558}]",negative,0.9992235898971558
6411,Parah ga bisa masuk tambah ribet ajah,1,,parah ga bisa masuk tambah ribet ajah,"[{'label': 'negative', 'score': 0.9991826415061951}]",negative,0.9991826415061951
6412,"sipslah, it's ok",5,1.1.3,sipslah  it's ok,"[{'label': 'positive', 'score': 0.9742032289505005}]",positive,0.9742032289505005
6413,"Tolong ya di perbaiki lagi ni aplikasi Danamon,masak sih mau login lagi ngk bisa,trus ada bacaan nya LOGIN ID TERKUNCI,trus punya temn q di blokir,apa sih maksutnya,di perbaiki lagi ya,aku pertama kali pakek Danamon,eh pas makek ribet",1,1.1.3,tolong ya di perbaiki lagi ni aplikasi danamon masak sih mau login lagi ngk bisa trus ada bacaan nya login id terkunci trus punya temn q di blokir apa sih maksutnya di perbaiki lagi ya aku pertama kali pakek danamon eh pas makek ribet,"[{'label': 'negative', 'score': 0.9948776960372925}]",negative,0.9948776960372925
6414,"Lebih suka d bank yg biasa, yg pro ini lebih ribet, dulu tampilannya simpel, mau rek riwayat transaksi jga gampang langsung muncul, skrang harus di klik tgl yg mau dilihat, semoga ada perbaikan lg biar ga lemot dan lebih simpel",2,,lebih suka d bank yg biasa  yg pro ini lebih ribet  dulu tampilannya simpel  mau rek riwayat transaksi jga gampang langsung muncul  skrang harus di klik tgl yg mau dilihat  semoga ada perbaikan lg biar ga lemot dan lebih simpel,"[{'label': 'positive', 'score': 0.6363165378570557}]",positive,0.6363165378570557
6415,"Keren aplikasinya, gk kayak d bank yg lama kurang ""user friendly"", mudah2an makin mantap kedepannya.",5,1.1.3,keren aplikasinya  gk kayak d bank yg lama kurang  user friendly   mudah an makin mantap kedepannya ,"[{'label': 'positive', 'score': 0.9983521699905396}]",positive,0.9983521699905396
6416,Kenapa d afk saya tidak ada menu transfer ny ?,1,1.1.3,kenapa d afk saya tidak ada menu transfer ny  ,"[{'label': 'neutral', 'score': 0.9459155201911926}]",neutral,0.9459155201911926
6417,"kenapa D-Bank ga bs masuk, rupanya upgrade ke D-Bank Pro. D-Bank yg lama kuhapus, ku unduh D-BANK Pro, dan aktivasi ulang. n bisa kebuka kembali. Puji Tuhan",5,1.1.3,kenapa d bank ga bs masuk  rupanya upgrade ke d bank pro  d bank yg lama kuhapus  ku unduh d bank pro  dan aktivasi ulang  n bisa kebuka kembali  puji tuhan,"[{'label': 'neutral', 'score': 0.9810118675231934}]",neutral,0.9810118675231934
6418,Kirim otp ga masuk masuk,1,1.1.3,kirim otp ga masuk masuk,"[{'label': 'negative', 'score': 0.9338910579681396}]",negative,0.9338910579681396
6419,"Aplikasi susah di mengerti ribet, mau liat transaksi aja harus cek tanggal berapa. Kalo gak gak bisa di lihat... Jelek banget deh,, masih mending yang lama simple.....",1,1.1.3,aplikasi susah di mengerti ribet  mau liat transaksi aja harus cek tanggal berapa  kalo gak gak bisa di lihat    jelek banget deh   masih mending yang lama simple     ,"[{'label': 'negative', 'score': 0.9992289543151855}]",negative,0.9992289543151855
6420,Aplikasinya bikin ribet.. Mw login gk bisa pake pasword yg lama Harus ke bank nya langsung...malah jauh... Ribet nya.... tah apa apa...aplikasi yg kemaren udah bagus ... di update malah tah gimana,1,1.1.3,aplikasinya bikin ribet   mw login gk bisa pake pasword yg lama harus ke bank nya langsung   malah jauh    ribet nya     tah apa apa   aplikasi yg kemaren udah bagus     di update malah tah gimana,"[{'label': 'negative', 'score': 0.9981446266174316}]",negative,0.9981446266174316
6421,Setiap login pasti minta aktivasi perangkat..ribet ga sama seperti aplikasi lama...tolong di perbaiki dong...,1,,setiap login pasti minta aktivasi perangkat  ribet ga sama seperti aplikasi lama   tolong di perbaiki dong   ,"[{'label': 'negative', 'score': 0.7498500347137451}]",negative,0.7498500347137451
6422,"Knp sih id login terkunci tidak bisa diselesaikan dalam aplikasi,seperti m-banking sebelah malahan suruh menghubungi call center....sudah kirim 3 kali blm juga ada respon... ,,,",1,1.1.3,knp sih id login terkunci tidak bisa diselesaikan dalam aplikasi seperti m banking sebelah malahan suruh menghubungi call center    sudah kirim   kali blm juga ada respon       ,"[{'label': 'negative', 'score': 0.9441152215003967}]",negative,0.9441152215003967
6423,"Ada keterangan pengaturan waktu tidak sesuai dengan sistem. Apa sih ini,masih bagus D mobile. Saya nggak bisa log in di akun.",1,1.1.3,ada keterangan pengaturan waktu tidak sesuai dengan sistem  apa sih ini masih bagus d mobile  saya nggak bisa log in di akun ,"[{'label': 'negative', 'score': 0.9886161684989929}]",negative,0.9886161684989929
6424,"Ini sekarang ada 3 aplikasi gini, jadi bingung yang mana buat mobile bankingnya? Masalahnya saya pengguna lama yang baru ganti hp, jadi aplikasinya yang mana yg harus diinstal?",1,1.1.3,ini sekarang ada   aplikasi gini  jadi bingung yang mana buat mobile bankingnya  masalahnya saya pengguna lama yang baru ganti hp  jadi aplikasinya yang mana yg harus diinstal ,"[{'label': 'negative', 'score': 0.7849792242050171}]",negative,0.7849792242050171
6425,Masih mnding aplikasi yg dulu ga ribet skrg banyak kendala saya mau transfer jg ga bisa di kli menu nya. .IT danamon payah kalah sama bank lain ..trus dmn nasabah ada kendala slow respon ga cepat tanggap perbaikan aplikasi nya. .bener bener payah ni aplikasi,1,1.1.3,masih mnding aplikasi yg dulu ga ribet skrg banyak kendala saya mau transfer jg ga bisa di kli menu nya   it danamon payah kalah sama bank lain   trus dmn nasabah ada kendala slow respon ga cepat tanggap perbaikan aplikasi nya   bener bener payah ni aplikasi,"[{'label': 'negative', 'score': 0.9993107318878174}]",negative,0.9993107318878174
6426,Nice app 👌,5,1.1.2,nice app  ,"[{'label': 'negative', 'score': 0.9701023697853088}]",negative,0.9701023697853088
6427,Ini update nya gimana ya min kok di suruh update tpi di pencet link nya gaada?,2,,ini update nya gimana ya min kok di suruh update tpi di pencet link nya gaada ,"[{'label': 'negative', 'score': 0.8986604809761047}]",negative,0.8986604809761047
6428,Tolong dong klw update aplikasi ke lebih baik . Ini tambah lemot lebih bagus aplikasi sebelumnya,1,1.1.3,tolong dong klw update aplikasi ke lebih baik   ini tambah lemot lebih bagus aplikasi sebelumnya,"[{'label': 'negative', 'score': 0.9922698736190796}]",negative,0.9922698736190796
6429,"Aplikasi masuk angin....danamon ingin bertransformasi up grade aplikasi, namun sangat ribet untuk digunakan. Kita hanya mau bertransaksi, bukan mau melihat program apa yang berlaku dari danamon....konsultan dari mana sich yg diambil utk presentasikan aplikasi ini?",1,1.1.3,aplikasi masuk angin    danamon ingin bertransformasi up grade aplikasi  namun sangat ribet untuk digunakan  kita hanya mau bertransaksi  bukan mau melihat program apa yang berlaku dari danamon    konsultan dari mana sich yg diambil utk presentasikan aplikasi ini ,"[{'label': 'negative', 'score': 0.9867781400680542}]",negative,0.9867781400680542
6430,Please balikin aplikasi yang dulu. Jadi makin rumitt aja,1,,please balikin aplikasi yang dulu  jadi makin rumitt aja,"[{'label': 'negative', 'score': 0.997826874256134}]",negative,0.997826874256134
6431,"Tolong balik lagi ke app lama D bank aja. Kenapa harus di uptade kalo tidak ada perubahan, bukanya lebih baik malah ga jelas. Ke menu login aja blom saya stak cuma di loading, kecewa dg d.bank yg sekarang.",1,1.1.3,tolong balik lagi ke app lama d bank aja  kenapa harus di uptade kalo tidak ada perubahan  bukanya lebih baik malah ga jelas  ke menu login aja blom saya stak cuma di loading  kecewa dg d bank yg sekarang ,"[{'label': 'negative', 'score': 0.9994049072265625}]",negative,0.9994049072265625
